	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2	score_norm1	score_norm2
666	Roc	ArsA_ATPase	62.76	0.00035	22.01	19	26	46.52	0.0006799999999999999	23.45	19	26	1.158421052631579	1.2342105263157894
667	Roc	6PF2K	94.37	5.3e-07	31.59	21	33	92.99	1.5e-06	33.11	21	33	1.5042857142857142	1.5766666666666667
668	Roc	AAA_30	89.38	1.1e-05	26.41	18	39	88.41	1.1e-05	29.63	18	39	1.4672222222222222	1.646111111111111
669	Roc	PIF1	88.13	1.4000000000000001e-05	28.01	20	25	84.7	2.3e-05	30.72	20	25	1.4005	1.536
670	Roc	Rad51	90.14	8.8e-06	27.25	21	29	88.28	1.3000000000000001e-05	29.27	21	29	1.2976190476190477	1.3938095238095238
671	Roc	MCM	92.11	3.1e-06	30.17	20	35	89.82	6.5000000000000004e-06	32.28	20	35	1.5085000000000002	1.614
672	Roc	dNK	94.94	1.8e-07	32.85	21	29	94.32	3.6e-07	34.65	21	29	1.5642857142857143	1.65
673	Roc	AAA_19	90.02	1.1e-05	23.55	20	30	92.35	3.3e-06	26.0	21	29	1.1775	1.2380952380952381
674	Roc	TIP49	88.38	1.4000000000000001e-05	29.22	21	29	78.63	5.5e-05	32.05	21	29	1.3914285714285715	1.526190476190476
675	Roc	APS_kinase	92.33	3.2e-06	26.79	20	40	92.47	2.4e-06	29.44	20	40	1.3395	1.472
676	Roc	AAA_16	93.73	9.9e-07	28.93	21	43	94.54	3.7e-07	31.16	21	43	1.3776190476190475	1.483809523809524
677	APS_kinase	IIGP	92.96	1.7e-06	37.86	22	36	90.55	5.2e-06	38.64	22	36	1.720909090909091	1.7563636363636363
678	APS_kinase	ATP-synt_ab	95.78	4.3e-08	41.76	26	35	95.39	1e-07	40.68	26	35	1.606153846153846	1.5646153846153845
679	APS_kinase	DNA_pol3_delta2	95.77	4.8e-08	44.79	25	28	93.63	9.000000000000001e-07	44.12	25	28	1.7915999999999999	1.7648
680	APS_kinase	Thymidylate_kin	98.12	4.0000000000000004e-11	54.53	22	50	98.1	8.4e-11	52.2	22	50	2.4786363636363635	2.372727272727273
681	APS_kinase	G-alpha	92.71	2.4e-06	36.57	24	29	90.53	6.1e-06	37.49	24	29	1.52375	1.5620833333333335
682	APS_kinase	SRPRB	94.94	2.1e-07	38.08	23	26	94.55	3.5e-07	38.45	24	25	1.6556521739130434	1.6020833333333335
683	APS_kinase	Helicase_RecD	93.98	9.4e-07	33.14	22	32	94.53	5.6e-07	32.47	22	32	1.5063636363636363	1.4759090909090908
684	APS_kinase	AAA_22	96.87	4.0999999999999997e-08	37.65	26	23	97.44	3.9e-09	38.08	26	23	1.448076923076923	1.4646153846153847
685	APS_kinase	AAA_23	95.09	2.1e-07	39.5	25	32	93.92	8.3e-07	39.2	25	32	1.58	1.568
686	APS_kinase	AAA_21	94.74	1.7e-07	40.21	19	32	94.31	3e-07	39.14	19	32	2.1163157894736844	2.06
687	APS_kinase	AAA_25	95.87	6e-08	40.05	25	24	95.88	6e-08	39.56	25	24	1.6019999999999999	1.5824
688	APS_kinase	Microtub_bd	68.54	0.00013000000000000002	24.73	18	22	62.94	0.0002	25.02	18	22	1.373888888888889	1.39
689	APS_kinase	AIG1	93.88	7e-07	36.35	22	27	93.31	1e-06	36.72	22	27	1.6522727272727273	1.669090909090909
690	APS_kinase	ArsA_ATPase	95.4	2e-07	41.65	38	26	94.2	9.000000000000001e-07	42.18	38	26	1.0960526315789474	1.11
691	APS_kinase	MutS_V	93.63	7.9e-07	34.8	22	32	94.25	4.3e-07	35.48	22	32	1.5818181818181818	1.6127272727272726
692	APS_kinase	AAA_30	94.72	3.1e-07	38.11	22	36	93.86	7.8e-07	38.0	22	36	1.7322727272727272	1.7272727272727273
693	APS_kinase	AAA	96.41	7e-08	36.69	22	27	96.93	1.3e-08	36.42	22	27	1.6677272727272727	1.6554545454545455
694	APS_kinase	PIF1	95.63	1.3e-07	42.95	27	26	94.85	4.5e-07	42.76	27	26	1.5907407407407408	1.5837037037037036
695	APS_kinase	ABC_tran	90.81	6.6e-06	28.98	26	35	87.37	2.4e-05	25.22	26	35	1.1146153846153846	0.97
696	APS_kinase	Dynamin_N	93.57	6.6e-07	35.48	22	32	94.06	4e-07	36.73	21	33	1.6127272727272726	1.749047619047619
697	APS_kinase	MMR_HSR1	95.32	1e-07	35.26	21	24	95.98	2.6e-08	35.57	21	24	1.679047619047619	1.6938095238095239
698	APS_kinase	MCM	95.45	8e-08	43.12	24	21	94.28	4.6e-07	41.02	24	21	1.7966666666666666	1.7091666666666667
699	APS_kinase	dNK	98.51	1.5e-13	67.1	23	30	98.26	4.3e-12	60.82	23	30	2.917391304347826	2.6443478260869564
700	APS_kinase	AAA_19	95.82	1.1e-07	36.18	25	28	96.12	6.5e-08	35.0	25	28	1.4472	1.4
701	APS_kinase	AAA_18	98.24	7.3e-13	62.42	22	41	98.28	7.8e-13	61.88	22	41	2.8372727272727274	2.812727272727273
702	APS_kinase	TIP49	94.95	2.4e-07	43.06	25	24	91.85	3e-06	42.91	25	24	1.7224000000000002	1.7164
703	APS_kinase	AAA_11	94.88	3.9e-07	37.34	22	27	94.44	7.1e-07	36.42	22	27	1.6972727272727275	1.6554545454545455
704	APS_kinase	AAA_16	96.3	2.7e-08	40.96	26	31	96.69	8.399999999999999e-09	40.49	26	31	1.5753846153846154	1.5573076923076923
705	IIGP	ATP-synt_ab	90.01	5.7000000000000005e-06	40.62	24	25	91.85	2.6e-06	39.57	24	25	1.6925	1.64875
706	IIGP	Thymidylate_kin	90.94	2.1000000000000002e-06	41.83	18	33	93.02	7.1e-07	40.02	18	33	2.323888888888889	2.2233333333333336
707	IIGP	SRP54	97.27	1.1e-09	62.04	23	39	97.67	1.7e-10	59.12	23	39	2.697391304347826	2.5704347826086957
708	IIGP	Helicase_RecD	77.65	3.6e-05	33.24	19	26	87.09	8.7e-06	32.22	19	26	1.7494736842105265	1.6957894736842105
709	IIGP	AAA_22	91.5	3.4e-06	37.39	24	25	94.95	2.5e-07	36.13	23	26	1.5579166666666666	1.5708695652173914
710	IIGP	AAA_23	92.41	1.5e-06	45.2	22	27	93.01	9.8e-07	45.31	22	27	2.0545454545454547	2.0595454545454546
711	IIGP	AAA_21	92.3	1.5e-06	45.94	19	32	93.94	4.6e-07	44.78	19	32	2.417894736842105	2.356842105263158
712	IIGP	AAA_25	86.88	1.2e-05	37.43	23	30	91.09	3.7000000000000006e-06	36.66	23	30	1.627391304347826	1.5939130434782607
713	IIGP	AIG1	99.17	3.1e-16	104.34	117	21	99.36	1e-17	105.0	117	21	0.8917948717948718	0.8974358974358975
714	IIGP	TK	89.82	5.400000000000001e-06	39.32	21	33	91.45	3.3e-06	37.54	22	32	1.8723809523809525	1.7063636363636363
715	IIGP	6PF2K	92.94	1.3e-06	44.84	25	24	93.46	1e-06	42.66	25	24	1.7936	1.7064
716	IIGP	ResIII	93.6	1.8000000000000001e-06	39.84	24	21	95.88	1e-07	38.47	24	21	1.6600000000000001	1.6029166666666665
717	IIGP	ADK	88.68	4.7e-06	39.97	18	33	91.23	2e-06	38.34	18	33	2.2205555555555554	2.1300000000000003
718	IIGP	Myosin_head	53.72	0.00065	34.98	24	29	59.48	0.00039	38.61	24	29	1.4574999999999998	1.60875
719	IIGP	MutS_V	88.03	5.7999999999999995e-06	39.41	21	33	92.69	9.000000000000001e-07	39.7	21	33	1.8766666666666665	1.8904761904761906
720	IIGP	AAA_30	87.37	2.4e-05	37.23	18	39	88.95	1.4000000000000001e-05	37.1	18	39	2.0683333333333334	2.0611111111111113
721	IIGP	AAA_33	93.8	5.6e-07	42.78	20	25	95.56	5.7e-08	40.9	20	25	2.1390000000000002	2.045
722	IIGP	AAA	90.89	2.8999999999999998e-06	37.84	20	20	94.64	2.2e-07	36.77	20	20	1.8920000000000001	1.8385000000000002
723	IIGP	PIF1	84.75	3.8e-05	39.13	24	29	84.25	5.5e-05	36.94	24	29	1.6304166666666668	1.5391666666666666
724	IIGP	ABC_tran	84.72	3.1e-05	33.23	25	48	87.92	1.7e-05	30.4	24	46	1.3292	1.2666666666666666
725	IIGP	Rad51	85.28	2.3e-05	38.13	24	21	87.62	1.4999999999999999e-05	36.8	24	21	1.58875	1.5333333333333332
726	IIGP	Dynamin_N	98.48	1.9e-13	84.89	65	20	98.83	5.9e-15	84.35	65	20	1.306	1.2976923076923077
727	IIGP	MMR_HSR1	98.31	3.6000000000000004e-12	69.44	104	23	98.94	9.5e-15	69.17	104	23	0.6676923076923077	0.6650961538461538
728	IIGP	MCM	89.0	8e-06	42.65	23	30	89.87	6.5000000000000004e-06	41.09	23	30	1.8543478260869564	1.7865217391304349
729	IIGP	dNK	93.49	5.7e-07	46.3	20	45	94.47	2.3e-07	44.52	20	45	2.315	2.226
730	IIGP	AAA_19	86.22	1.8e-05	33.74	24	29	91.97	3.5000000000000004e-06	32.66	24	29	1.4058333333333335	1.3608333333333331
731	IIGP	AAA_18	92.74	9.8e-07	43.63	20	35	94.34	2.6e-07	42.44	20	35	2.1815	2.122
732	IIGP	TIP49	87.81	2.6000000000000002e-05	41.49	24	21	82.83	6.2e-05	40.9	24	21	1.72875	1.7041666666666666
733	IIGP	AAA_11	80.46	6.8e-05	34.16	19	32	84.94	4.1e-05	32.96	20	30	1.797894736842105	1.6480000000000001
734	IIGP	AAA_16	93.84	1.6e-06	42.18	23	39	95.73	1.7e-07	40.76	22	41	1.833913043478261	1.8527272727272726
735	Thymidylate_kin	DNA_pol3_delta2	95.72	2.5e-08	46.04	21	29	94.16	2.8e-07	47.65	21	29	2.1923809523809523	2.269047619047619
736	Thymidylate_kin	SRP54	95.39	1e-07	39.21	23	35	95.61	7.299999999999999e-08	39.97	22	36	1.7047826086956521	1.8168181818181817
737	Thymidylate_kin	G-alpha	93.48	5.6e-07	39.91	20	30	92.04	1.4e-06	42.05	20	30	1.9954999999999998	2.1025
738	Thymidylate_kin	SRPRB	94.7	1.3e-07	39.18	19	37	94.7	1.2e-07	41.37	19	37	2.062105263157895	2.1773684210526314
739	Thymidylate_kin	GTP_EFTU	92.51	1.2e-06	37.16	20	30	91.46	1.9e-06	39.86	20	30	1.8579999999999999	1.9929999999999999
740	Thymidylate_kin	Helicase_RecD	95.52	6.7e-08	38.52	22	23	96.02	1.8e-08	39.62	22	23	1.750909090909091	1.8009090909090908
741	Thymidylate_kin	AAA_23	95.16	7.9e-08	41.62	21	29	94.31	2.4e-07	42.76	20	30	1.9819047619047618	2.138
742	Thymidylate_kin	AAA_21	95.11	6e-08	42.74	16	25	94.73	1.1e-07	42.3	16	25	2.67125	2.64375
743	Thymidylate_kin	AAA_25	95.36	5.7999999999999997e-08	40.28	20	35	95.58	3.7e-08	41.36	20	35	2.0140000000000002	2.068
744	Thymidylate_kin	Microtub_bd	49.38	0.00025	23.5	14	36	42.57	0.00036	24.06	14	36	1.6785714285714286	1.7185714285714284
745	Thymidylate_kin	AIG1	94.04	2.9e-07	38.32	19	26	94.07	2.7e-07	40.41	19	26	2.0168421052631578	2.1268421052631576
746	Thymidylate_kin	TK	95.97	3.6e-08	40.94	21	24	95.78	5.5e-08	41.22	21	24	1.9495238095238094	1.9628571428571429
747	Thymidylate_kin	ArsA_ATPase	92.75	3e-06	35.88	25	40	91.57	4.1e-06	39.11	26	42	1.4352	1.5042307692307693
748	Thymidylate_kin	6PF2K	98.42	3.2e-12	61.95	26	38	98.34	1.2999999999999999e-11	62.27	26	38	2.3826923076923077	2.395
749	Thymidylate_kin	SNF2_N	47.48	0.00047999999999999996	25.4	17	24	36.12	0.00084	26.03	17	24	1.4941176470588236	1.5311764705882354
750	Thymidylate_kin	ADK	98.76	2.4e-14	69.99	26	35	98.77	2e-14	71.19	26	35	2.691923076923077	2.738076923076923
751	Thymidylate_kin	Myosin_head	90.38	3.9e-06	39.79	20	35	88.85	5.3e-06	46.08	21	33	1.9895	2.1942857142857144
752	Thymidylate_kin	MutS_V	94.88	1.6e-07	38.27	20	25	95.45	5.5e-08	40.35	20	25	1.9135000000000002	2.0175
753	Thymidylate_kin	AAA_30	95.27	6.8e-08	41.37	21	29	94.7	1.6e-07	42.34	20	30	1.97	2.117
754	Thymidylate_kin	AAA_33	98.82	2.1000000000000002e-14	66.8	25	28	99.04	1.5e-15	67.52	25	28	2.6719999999999997	2.7007999999999996
755	Thymidylate_kin	AAA	96.15	1e-08	40.58	21	38	96.79	1.1e-09	41.43	21	38	1.9323809523809523	1.9728571428571429
756	Thymidylate_kin	PIF1	95.18	1.9e-07	42.38	22	36	94.26	5.8e-07	43.13	22	36	1.9263636363636365	1.9604545454545457
757	Thymidylate_kin	ABC_tran	90.16	3.2e-06	30.54	20	35	85.28	1.3000000000000001e-05	26.81	20	35	1.527	1.3405
758	Thymidylate_kin	Rad51	94.75	1.6e-07	40.39	20	25	94.31	2.7e-07	40.96	21	24	2.0195	1.9504761904761905
759	Thymidylate_kin	Dynamin_N	94.35	2e-07	38.08	19	26	94.76	1.1e-07	40.09	19	26	2.004210526315789	2.1100000000000003
760	Thymidylate_kin	MMR_HSR1	95.4	4.5999999999999995e-08	36.86	19	21	96.33	4.0999999999999995e-09	39.37	19	21	1.94	2.0721052631578947
761	Thymidylate_kin	MCM	95.44	3.6e-08	45.13	22	23	94.8	1.1e-07	45.45	22	23	2.0513636363636363	2.065909090909091
762	Thymidylate_kin	AAA_19	95.32	1.6e-07	35.58	21	29	95.91	1.8999999999999998e-08	37.85	21	29	1.6942857142857142	1.8023809523809524
763	Thymidylate_kin	AAA_18	98.84	4.8e-15	72.65	24	25	98.8	7.1e-15	72.6	24	25	3.0270833333333336	3.025
764	Thymidylate_kin	TIP49	94.76	1.5e-07	44.12	21	29	92.28	1.2e-06	45.94	21	29	2.1009523809523807	2.1876190476190476
765	Thymidylate_kin	AAA_11	95.08	1e-07	40.37	20	30	95.07	9.9e-08	41.41	20	30	2.0185	2.0705
766	Thymidylate_kin	AAA_16	95.82	2.2000000000000002e-08	41.65	23	26	96.39	4.3e-09	42.64	23	26	1.8108695652173912	1.853913043478261
767	G-alpha	ATP-synt_ab	90.58	4.9000000000000005e-06	40.19	25	20	91.9	3e-06	38.62	25	20	1.6076	1.5448
768	G-alpha	SRP54	96.16	2.6e-07	46.67	24	29	96.54	1.4e-07	43.32	24	29	1.9445833333333333	1.805
769	G-alpha	Helicase_RecD	81.09	2.8999999999999997e-05	33.06	20	25	87.81	9.6e-06	31.5	19	26	1.653	1.6578947368421053
770	G-alpha	AAA_22	91.96	3.3e-06	36.66	24	29	94.86	3e-07	35.24	23	30	1.5274999999999999	1.5321739130434784
771	G-alpha	AAA_23	90.57	5.6e-06	40.87	23	22	90.14	6.900000000000001e-06	39.61	24	21	1.7769565217391303	1.6504166666666666
772	G-alpha	AAA_21	91.65	2.1000000000000002e-06	44.0	19	26	92.62	1.3e-06	41.49	19	26	2.3157894736842106	2.183684210526316
773	G-alpha	AIG1	98.49	5.2e-13	82.74	23	22	98.64	1.6e-13	80.14	23	22	3.597391304347826	3.4843478260869567
774	G-alpha	TK	90.88	4.5e-06	39.0	23	26	91.67	3.6000000000000003e-06	36.77	23	26	1.6956521739130435	1.598695652173913
775	G-alpha	AAA_30	87.32	2.3e-05	36.52	18	39	88.6	1.8e-05	35.85	18	39	2.028888888888889	1.9916666666666667
776	G-alpha	PIF1	82.13	3.3e-05	38.67	26	23	81.98	7.900000000000001e-05	35.32	26	23	1.4873076923076924	1.3584615384615384
777	G-alpha	Rad51	85.43	2.1e-05	37.6	25	24	87.16	1.6e-05	36.12	25	24	1.504	1.4447999999999999
778	G-alpha	MCM	88.57	9.5e-06	41.26	25	28	88.73	9.4e-06	39.46	25	28	1.6503999999999999	1.5784
779	G-alpha	dNK	94.08	3.9e-07	46.33	22	23	94.7	2.1e-07	44.08	22	23	2.105909090909091	2.0036363636363634
780	G-alpha	AAA_19	86.84	2.4e-05	32.36	25	28	91.85	8.7e-06	30.4	24	29	1.2944	1.2666666666666666
781	G-alpha	AAA_16	93.51	2.6e-06	39.99	24	29	95.12	6.9e-07	37.24	24	29	1.66625	1.5516666666666667
782	SRPRB	ATP-synt_ab	94.75	2.7e-07	40.96	23	26	94.56	3.7e-07	39.46	23	26	1.7808695652173914	1.7156521739130435
783	SRPRB	SRP54	97.29	1.9e-10	56.0	23	30	97.28	2.3e-10	52.57	23	30	2.4347826086956523	2.2856521739130433
784	SRPRB	AAA_23	93.86	6e-07	40.25	22	32	93.31	9.3e-07	40.58	22	32	1.8295454545454546	1.8445454545454545
785	SRPRB	AAA_21	94.28	3.4e-07	41.87	18	33	94.55	2.5e-07	41.12	18	33	2.326111111111111	2.2844444444444445
786	SRPRB	AAA_25	93.56	8.6e-07	37.37	22	36	94.24	4.7e-07	36.88	22	36	1.6986363636363635	1.6763636363636365
787	SRPRB	TK	94.43	3.5e-07	39.13	22	27	94.35	4.1e-07	37.91	22	27	1.7786363636363638	1.723181818181818
788	SRPRB	ArsA_ATPase	66.55	0.00021	28.62	20	25	55.38	0.00039	28.35	20	25	1.431	1.4175
789	SRPRB	6PF2K	95.69	4.3e-08	45.49	25	32	95.31	9.7e-08	43.34	24	33	1.8196	1.8058333333333334
790	SRPRB	AAA_30	92.59	1.7e-06	37.34	18	28	92.14	2.2e-06	37.22	18	28	2.0744444444444445	2.0677777777777777
791	SRPRB	PIF1	92.14	2.6e-06	39.19	24	25	90.61	5.3e-06	38.39	24	25	1.6329166666666666	1.5995833333333334
792	SRPRB	Rad51	92.87	1.7e-06	37.97	23	30	92.36	2.5e-06	36.74	22	32	1.6508695652173913	1.6700000000000002
793	SRPRB	MCM	94.45	3.6e-07	43.04	23	22	93.68	8.3e-07	41.3	23	22	1.871304347826087	1.7956521739130433
794	SRPRB	dNK	95.67	3e-08	45.46	21	43	95.57	3.9e-08	43.56	21	43	2.164761904761905	2.0742857142857143
795	SRPRB	AAA_19	93.62	1.1e-06	34.23	24	29	94.95	2.9e-07	33.68	23	30	1.4262499999999998	1.4643478260869565
796	SRPRB	TIP49	92.59	2.1000000000000002e-06	41.21	23	26	87.6	1.3000000000000001e-05	40.73	23	26	1.7917391304347827	1.7708695652173911
797	SRPRB	AAA_16	94.78	2.4e-07	39.5	23	26	95.71	5e-08	38.67	23	26	1.7173913043478262	1.681304347826087
798	GTP_EFTU	ATP-synt_ab	91.28	3.9e-06	39.51	25	32	92.14	2.8e-06	37.66	24	33	1.5804	1.5691666666666666
799	GTP_EFTU	Helicase_RecD	80.69	2.7000000000000002e-05	32.16	20	35	88.74	6.3e-06	31.45	20	35	1.6079999999999999	1.5725
800	GTP_EFTU	AAA_25	88.51	9.2e-06	36.24	23	22	91.83	3e-06	35.57	23	22	1.5756521739130436	1.546521739130435
801	GTP_EFTU	TK	90.68	4.9000000000000005e-06	37.6	23	22	91.81	3.3e-06	35.94	23	22	1.6347826086956523	1.5626086956521739
802	GTP_EFTU	ArsA_ATPase	91.09	2.5e-05	37.85	24	25	90.25	3.4e-05	37.34	29	21	1.5770833333333334	1.2875862068965518
803	GTP_EFTU	AAA_30	84.95	1.9e-05	35.9	18	22	86.65	1.4000000000000001e-05	35.44	18	22	1.9944444444444445	1.9688888888888887
804	GTP_EFTU	PIF1	83.23	3.1e-05	37.55	25	20	82.63	3.6e-05	36.28	25	20	1.5019999999999998	1.4512
805	GTP_EFTU	Rad51	86.18	2.2e-05	36.17	24	21	87.04	1.9e-05	34.66	23	22	1.5070833333333333	1.5069565217391303
806	GTP_EFTU	dNK	93.72	5.6e-07	43.97	22	36	94.32	3.4e-07	41.74	22	36	1.9986363636363635	1.8972727272727274
807	GTP_EFTU	AAA_19	87.62	1.4999999999999999e-05	32.43	24	33	92.45	3.2e-06	31.51	24	33	1.35125	1.3129166666666667
808	GTP_EFTU	TIP49	83.49	3.2e-05	38.98	24	25	74.59	9.4e-05	37.95	24	25	1.6241666666666665	1.58125
809	Helicase_RecD	ATP-synt_ab	97.19	3.5e-09	43.96	21	43	96.51	1.4e-08	44.29	22	41	2.0933333333333333	2.013181818181818
810	Helicase_RecD	DNA_pol3_delta2	97.73	1.9e-10	52.59	21	24	96.79	1.1000000000000001e-08	54.09	22	23	2.5042857142857144	2.458636363636364
811	Helicase_RecD	SRP54	96.14	2.4e-07	35.03	24	25	94.35	7.6e-07	34.06	24	25	1.4595833333333335	1.4191666666666667
812	Helicase_RecD	AAA_22	97.52	1.3999999999999998e-10	45.48	22	27	97.88	2.5e-11	46.14	23	26	2.067272727272727	2.006086956521739
813	Helicase_RecD	AAA_23	94.11	4.2e-07	35.63	21	24	91.54	2.4e-06	36.15	22	23	1.6966666666666668	1.643181818181818
814	Helicase_RecD	AAA_25	96.31	3.3e-07	34.35	21	33	96.11	6e-07	34.51	22	32	1.6357142857142857	1.5686363636363636
815	Helicase_RecD	Kinesin	31.82	0.00027	24.88	15	27	15.51	0.001	24.63	15	27	1.6586666666666665	1.642
816	Helicase_RecD	Microtub_bd	67.8	6.2e-05	24.62	15	20	58.35	0.00011999999999999999	25.51	15	20	1.6413333333333333	1.7006666666666668
817	Helicase_RecD	AIG1	91.12	2.7000000000000004e-06	31.53	20	25	88.56	6.2e-06	32.32	20	25	1.5765	1.616
818	Helicase_RecD	TK	97.8	7.5e-12	54.0	23	35	97.46	9.199999999999999e-11	52.96	23	35	2.347826086956522	2.302608695652174
819	Helicase_RecD	ADK	95.63	4.3e-08	38.12	20	25	94.9	1.6e-07	37.38	20	25	1.906	1.8690000000000002
820	Helicase_RecD	Myosin_head	83.86	2.7000000000000002e-05	33.01	23	26	75.18	6.2e-05	37.24	23	26	1.4352173913043478	1.6191304347826088
821	Helicase_RecD	ABC_tran	76.4	6.500000000000001e-05	23.07	20	35	56.23	0.00031	20.15	20	35	1.1535	1.0074999999999998
822	Helicase_RecD	MMR_HSR1	94.59	2e-07	31.87	20	20	95.0	1.1e-07	32.59	20	20	1.5935000000000001	1.6295000000000002
823	Helicase_RecD	MCM	94.92	1e-07	39.97	22	32	92.53	1e-06	38.78	22	32	1.8168181818181817	1.7627272727272727
824	Helicase_RecD	dNK	95.84	2.4e-08	39.85	21	29	95.16	9.7e-08	39.54	21	29	1.8976190476190478	1.8828571428571428
825	Helicase_RecD	AAA_18	95.94	1.6e-08	39.65	21	24	95.43	5e-08	39.32	21	24	1.888095238095238	1.8723809523809525
826	Helicase_RecD	TIP49	94.15	3.7e-07	39.33	22	23	88.24	6.900000000000001e-06	39.67	22	23	1.7877272727272726	1.8031818181818182
827	Helicase_RecD	AAA_16	96.8	2.7e-08	38.54	22	27	96.82	2.2999999999999998e-08	38.31	22	27	1.7518181818181817	1.7413636363636364
828	DNA_pol3_delta2	ATP-synt_ab	97.49	3.9e-10	67.06	25	20	97.94	4.0000000000000004e-11	63.59	25	20	2.6824	2.5436
829	DNA_pol3_delta2	SRP54	92.99	1.5e-06	43.46	25	20	95.61	7.299999999999999e-08	44.16	25	20	1.7384	1.7664
830	DNA_pol3_delta2	AAA_22	97.6	5.9e-10	58.65	25	20	98.53	1.9e-12	56.32	25	20	2.346	2.2528
831	DNA_pol3_delta2	AAA_21	90.31	3.8e-06	43.34	18	28	93.16	9.5e-07	41.39	18	28	2.407777777777778	2.2994444444444446
832	DNA_pol3_delta2	AAA_25	93.11	1.4e-06	43.65	26	27	95.54	8.4e-08	43.87	25	28	1.6788461538461539	1.7548
833	DNA_pol3_delta2	Kinesin	36.79	0.00063	32.05	20	20	35.49	0.001	29.7	20	20	1.6024999999999998	1.4849999999999999
834	DNA_pol3_delta2	Microtub_bd	65.82	0.00021	31.37	19	26	79.57	6.6e-05	32.01	19	26	1.6510526315789473	1.684736842105263
835	DNA_pol3_delta2	TK	96.58	8.399999999999999e-09	57.24	25	20	97.2	7.7e-10	55.21	25	20	2.2896	2.2084
836	DNA_pol3_delta2	ArsA_ATPase	73.3	0.00011	36.67	25	20	82.89	3.5e-05	38.14	25	20	1.4668	1.5256
837	DNA_pol3_delta2	6PF2K	95.07	1.5e-07	51.65	26	23	96.01	2.4e-08	50.31	26	23	1.9865384615384616	1.935
838	DNA_pol3_delta2	SNF2_N	50.7	0.00058	32.25	24	21	69.19	0.00018	33.99	23	22	1.34375	1.4778260869565218
839	DNA_pol3_delta2	ADK	93.46	5.2e-07	46.36	20	25	95.34	5.4e-08	45.17	20	25	2.318	2.2585
840	DNA_pol3_delta2	Myosin_head	87.56	2.1e-05	47.0	29	21	89.88	1e-05	49.54	28	21	1.6206896551724137	1.7692857142857144
841	DNA_pol3_delta2	AAA_30	93.67	1.2e-06	46.32	22	23	95.25	2e-07	46.6	22	23	2.1054545454545455	2.118181818181818
842	DNA_pol3_delta2	AAA_33	95.4	5.9000000000000006e-08	48.72	22	23	96.85	9.6e-10	47.63	22	23	2.2145454545454544	2.165
843	DNA_pol3_delta2	AAA	98.08	8.300000000000001e-12	69.28	22	36	98.88	8.2e-15	66.85	22	36	3.149090909090909	3.0386363636363636
844	DNA_pol3_delta2	MCM	97.65	5.7000000000000003e-11	76.6	25	32	97.99	8.8e-12	72.89	24	33	3.0639999999999996	3.0370833333333334
845	DNA_pol3_delta2	dNK	94.8	1.6e-07	50.4	22	23	95.99	1.7e-08	49.08	23	22	2.290909090909091	2.1339130434782607
846	DNA_pol3_delta2	AAA_19	96.7	3.9e-08	49.46	25	20	97.8	5.9e-10	48.52	25	20	1.9784	1.9408
847	DNA_pol3_delta2	TIP49	97.87	1.2e-10	80.59	44	30	97.81	2.2000000000000002e-10	78.42	44	30	1.8315909090909093	1.7822727272727272
848	DNA_pol3_delta2	AAA_11	93.26	1.9e-06	44.25	22	27	95.19	2.5e-07	43.56	22	27	2.0113636363636362	1.9800000000000002
849	AAA_22	AAA_23	96.8	2.4e-09	41.65	25	28	95.57	7.599999999999999e-08	42.07	25	28	1.666	1.6828
850	AAA_22	AAA_21	96.15	1.2e-08	39.38	18	28	95.0	1.3e-07	38.83	18	28	2.187777777777778	2.157222222222222
851	AAA_22	AAA_25	97.89	1.9e-10	44.17	25	24	97.39	2.6e-09	43.51	25	24	1.7668000000000001	1.7404
852	AAA_22	Kinesin	73.25	7e-05	25.38	20	20	42.62	0.00047999999999999996	25.21	20	20	1.269	1.2605
853	AAA_22	Microtub_bd	89.03	8.400000000000001e-06	26.0	19	21	80.64	3.7e-05	26.64	19	21	1.368421052631579	1.4021052631578947
854	AAA_22	AIG1	95.5	9.6e-08	34.68	22	23	93.98	6.9e-07	35.4	22	23	1.5763636363636364	1.6090909090909091
855	AAA_22	TK	98.37	1e-12	52.64	35	20	97.81	5.3e-11	51.92	35	20	1.504	1.4834285714285715
856	AAA_22	6PF2K	97.19	4e-10	44.21	26	23	96.24	1.5e-08	43.29	27	22	1.7003846153846154	1.6033333333333333
857	AAA_22	ResIII	98.87	1.3e-14	57.76	27	22	98.81	2.7999999999999997e-14	56.37	27	22	2.139259259259259	2.0877777777777777
858	AAA_22	ADK	96.41	4e-09	38.94	20	20	95.43	5.0999999999999993e-08	37.99	20	20	1.9469999999999998	1.8995000000000002
859	AAA_22	MutS_V	97.48	8.500000000000001e-10	41.62	22	23	97.08	7.6e-09	41.27	22	23	1.8918181818181816	1.875909090909091
860	AAA_22	AAA_30	97.8	1.3000000000000002e-10	46.2	18	39	97.04	3.8e-09	47.1	22	32	2.566666666666667	2.140909090909091
861	AAA_22	AAA_33	97.16	3.2000000000000003e-10	41.01	23	22	96.87	9.5e-10	40.47	23	22	1.7830434782608695	1.7595652173913043
862	AAA_22	AAA	98.44	1.4999999999999999e-12	48.99	22	32	98.33	3.6000000000000004e-12	48.08	22	32	2.226818181818182	2.1854545454545455
