	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2
17170	AIRS	Notch	0.10	0.5	5.54	1	0	0.05	0.53	5.63	1	0
17171	AIRS	Sua5_yciO_yrdC	0.49	0.18	10.35	12	33	0.71	0.14	10.95	16	25
17172	AIRS	mTERF	0.05	0.82	6.97	1	0	0.06	0.75	6.93	1	0
17173	AIRS	Voltage_CLC	0.03	0.96	5.84	1	0	0.03	0.96	5.11	1	0
17174	AIRS	Ribosomal_S14	0.11	0.5	5.89	1	0	0.09	0.57	5.70	1	0
17175	AIRS	Ribosomal_L39	0.04	0.86	4.35	1	0	0.05	0.84	4.46	1	0
17176	AIRS	ArfGap	0.03	0.95	4.02	1	0	0.06	0.78	5.26	1	0
17177	AIRS	Mito_carr	0.07	0.69	4.43	1	0	0.05	0.85	4.40	1	0
17178	AIRS	Pkinase_C	0.07	0.7	2.59	1	0	0.02	0.99	2.32	1	0
17179	AIRS	Hemerythrin	0.18	0.34	7.45	11	18	0.12	0.49	6.65	1	0
17180	AIRS	Cu_amine_oxid	0.05	0.83	7.80	4	25	0.06	0.73	7.83	1	0
17181	AIRS	DUF902	0.04	0.89	4.23	1	0	0.04	0.89	4.14	1	0
17182	AIRS	Ribosomal_S4e	0.07	0.69	5.90	18	11	0.05	0.82	4.99	12	17
17183	AIRS	DHHA2	2.25	0.049	12.28	14	29	1.03	0.093	10.96	14	29
17184	AIRS	Thg1C	0.02	1	3.83	1	0	0.03	0.97	4.24	1	0
17185	AIRS	Lyase_1	2.56	0.065	14.52	28	14	1.61	0.095	13.73	28	14
17186	AIRS	Sacchrp_dh_C	0.02	0.98	5.11	4	50	0.03	0.94	5.26	4	50
17187	AIRS	Amidase_2	7.58	0.015	14.05	19	0	8.16	0.014	13.94	19	0
17188	AIRS	ERO1	0.18	0.49	10.47	12	17	0.30	0.35	11.23	12	17
17189	AIRS	UDG	0.08	0.64	6.50	1	0	0.08	0.65	6.36	1	0
17190	AIRS	MIP	0.04	0.91	5.39	1	0	0.04	0.92	4.95	1	0
17191	AIRS	MIT	0.13	0.44	5.56	1	0	0.11	0.51	5.64	1	0
17192	AIRS	RnaseA	0.35	0.22	9.39	19	11	0.16	0.38	8.05	1	0
17193	AIRS	PALP	0.73	0.16	11.81	15	20	0.71	0.16	11.68	15	20
17194	AIRS	SUI1	0.67	0.12	9.70	10	10	0.31	0.21	8.56	9	11
17195	AIRS	GHMP_kinases_C	0.21	0.28	6.87	1	0	0.13	0.44	6.20	1	0
17196	AIRS	Spermine_synt_N	0.05	0.82	4.01	1	0	0.03	0.95	3.40	1	0
17197	AIRS	MoeA_C	0.11	0.52	5.25	1	0	0.08	0.66	5.09	1	0
17198	AIRS	SRP_SPB	0.18	0.35	8.23	1	0	0.08	0.62	6.52	1	0
17199	AIRS	tRNA-synt_1c_C	0.03	0.97	4.98	1	0	0.03	0.94	4.86	2	50
17200	AIRS	MoeA_N	0.07	0.71	6.68	1	0	0.08	0.62	6.96	1	0
17201	AIRS	Annexin	0.13	0.45	5.08	1	0	0.06	0.75	4.46	1	0
17202	AIRS	MM_CoA_mutase	0.07	0.76	8.86	14	7	0.05	0.85	7.31	10	10
17203	AIRS	Inos-1-P_synth	0.62	0.15	10.49	1	0	0.49	0.18	10.16	10	20
17204	AIRS	ATP-synt_C	0.08	0.64	5.23	1	0	0.07	0.67	5.27	1	0
17205	AIRS	ClpB_D2-small	0.31	0.2	7.96	1	0	0.38	0.17	8.36	1	0
17206	AIRS	Ceramidase_alk	0.19	0.47	10.63	8	13	0.04	0.89	6.83	15	13
17207	AIRS	MGS	2.62	0.029	13.31	13	8	4.65	0.014	14.92	14	7
17208	AIRS	PNP_phzG_C	0.05	0.82	3.89	1	0	0.04	0.91	3.64	1	0
17209	AIRS	ANATO	0.08	0.63	5.02	1	0	0.04	0.86	4.07	1	0
17210	AIRS	MutL_C	0.52	0.16	9.96	16	19	0.54	0.16	9.96	16	19
17211	AIRS	Pep_deformylase	0.18	0.39	8.86	1	0	0.15	0.41	8.47	11	27
17212	AIRS	POLO_box	0.16	0.37	6.13	1	0	0.08	0.62	5.27	1	0
17213	AIRS	Aldolase_II	0.14	0.45	8.48	1	0	0.20	0.36	8.94	1	0
17214	AIRS	Cbl_N	0.15	0.44	8.70	9	11	0.11	0.5	8.04	2	0
17215	AIRS	TPK_B1_binding	0.03	0.95	3.41	1	0	0.04	0.89	4.12	1	0
17216	AIRS	AXH	0.04	0.87	4.34	4	50	0.05	0.81	4.94	1	0
17217	AIRS	VPS9	0.07	0.67	5.50	12	17	0.05	0.82	4.82	1	0
17218	AIRS	ORC5_C	0.40	0.26	11.01	1	0	0.40	0.24	11.05	1	0
17219	AIRS	BTK	0.24	0.26	6.46	1	0	0.08	0.64	4.93	1	0
17220	AIRS	VKOR	0.06	0.77	5.97	1	0	0.02	0.99	3.20	1	0
17221	AIRS	Pyrophosphatase	0.05	0.86	6.05	4	50	0.08	0.63	7.10	1	0
17222	AIRS	zf-CXXC	0.09	0.57	5.58	1	0	0.07	0.69	5.15	1	0
17223	AIRS	Ribosomal_L11	5.22	0.02	12.85	14	21	4.51	0.023	12.82	15	20
17224	AIRS	NDK	0.36	0.2	9.09	1	0	0.20	0.31	8.09	1	0
17225	AIRS	MutS_III	0.04	0.88	5.90	1	0	0.04	0.88	5.61	1	0
17226	AIRS	Arg_tRNA_synt_N	0.21	0.29	7.66	1	0	0.19	0.32	7.51	1	0
17227	AIRS	Oxidored_q6	0.34	0.22	9.18	1	0	0.34	0.22	9.19	1	0
17228	AIRS	Ribosomal_S6e	0.32	0.12	11.31	18	17	0.34	0.14	11.08	19	16
17229	AIRS	Gal_Lectin	0.10	0.55	5.56	1	0	0.04	0.87	4.23	1	0
17230	AIRS	PAP_central	0.26	0.34	10.13	17	12	0.09	0.58	8.06	16	13
17231	AIRS	Ribosomal_S6	0.14	0.4	7.07	1	0	0.15	0.38	7.26	1	0
17232	AIRS	Ribosomal_S7	0.12	0.49	8.06	1	0	0.12	0.48	7.90	1	0
17233	AIRS	Sec1	0.77	0.18	12.99	4	0	0.45	0.26	11.82	10	10
17234	AIRS	Sec7	0.34	0.25	9.98	12	17	0.18	0.38	8.74	7	14
17235	AIRS	ribosomal_L24	0.11	0.51	6.10	5	20	0.09	0.57	5.90	5	20
17236	AIRS	Coprogen_oxidas	0.65	0.2	12.39	16	6	0.97	0.15	13.18	17	6
17237	AIRS	SecY	0.35	0.27	11.32	18	17	0.27	0.32	10.56	3	33
17238	AIRS	PROCN	0.08	0.75	9.18	19	11	0.08	0.7	8.86	5	20
17239	AIRS	RabGAP-TBC	0.05	0.81	5.73	1	0	0.07	0.69	6.34	1	0
17240	AIRS	SRP19	5.74	0.016	15.10	17	12	3.12	0.032	14.23	16	13
17241	AIRS	PEPCK_N	0.25	0.24	11.41	14	14	0.16	0.37	10.06	1	0
17242	AIRS	Rbsn	0.41	0.15	8.22	1	0	0.55	0.12	8.88	1	0
17243	AIRS	Urocanase_C	3.28	0.049	14.63	23	13	1.52	0.095	13.42	28	14
17244	AIRS	Isochorismatase	0.14	0.42	7.98	9	11	0.19	0.34	8.38	9	11
17245	AIRS	AA_kinase	0.82	0.14	11.88	19	16	0.62	0.17	11.28	19	16
17246	AIRS	Peptidase_M24	0.27	0.28	9.44	1	0	0.29	0.26	9.45	6	17
17247	AIRS	Na_Ca_ex	0.30	0.24	8.93	1	0	0.38	0.2	9.26	1	0
17248	AIRS	VHL	0.03	0.94	4.19	1	0	0.05	0.85	4.78	1	0
17249	AIRS	Molybdopterin	0.08	0.64	7.81	9	0	0.09	0.58	7.81	1	0
17250	AIRS	RNA_pol	0.15	0.53	9.99	1	0	0.32	0.33	11.26	18	11
17251	AIRS	PK_C	0.36	0.2	8.89	1	0	0.24	0.27	8.23	1	0
17252	AIRS	TPK_catalytic	0.26	0.27	8.73	18	17	0.21	0.3	8.40	10	30
17253	AIRS	MAPEG	0.04	0.92	4.42	1	0	0.05	0.82	5.10	1	0
17254	AIRS	Cation_ATPase_C	0.02	0.98	3.89	1	0	0.02	0.98	3.76	1	0
17255	AIRS	Nop	0.10	0.56	8.17	1	0	0.09	0.59	7.60	1	0
17256	AIRS	Ald_Xan_dh_C2	0.08	0.72	9.23	3	0	0.18	0.48	10.34	1	0
17257	AIRS	TspO_MBR	0.09	0.57	7.00	1	0	0.10	0.54	7.05	1	0
17258	AIRS	Disintegrin	0.05	0.81	4.90	1	0	0.05	0.82	4.80	1	0
17259	AIRS	Cbl_N3	0.20	0.33	8.80	12	33	0.26	0.24	9.42	12	33
17260	AIRS	CBS	0.17	0.36	4.21	1	0	0.03	0.96	3.05	1	0
17261	AIRS	Aldo_ket_red	6.83	0.017	16.73	19	5	3.80	0.033	15.25	19	5
17262	AIRS	Topo_C_assoc	3.24	0.017	13.62	10	0	2.11	0.022	13.68	9	0
17263	AIRS	zf-Sec23_Sec24	0.13	0.43	5.04	1	0	0.05	0.79	4.08	1	0
17264	AIRS	Topoisom_I_N	0.35	0.29	10.93	17	12	0.27	0.34	10.32	17	12
17265	AIRS	Aminotran_4	0.75	0.14	11.25	18	28	0.81	0.13	11.31	18	28
17266	AIRS	PRO8NT	0.04	0.91	6.18	1	0	0.04	0.87	5.92	1	0
17267	AIRS	Ribosomal_L5_C	0.10	0.56	6.71	1	0	0.17	0.34	7.95	1	0
17268	AIRS	Ald_Xan_dh_C	0.13	0.45	7.24	1	0	0.15	0.4	7.51	1	0
17269	AIRS	RNA_pol_N	0.29	0.23	8.54	1	0	0.38	0.19	9.01	9	22
17270	AIRS	HIN	0.17	0.44	9.35	4	50	0.09	0.61	7.94	1	0
17271	AIRS	SUFU_C	0.15	0.47	9.33	45	13	0.10	0.56	8.40	44	16
17272	AIRS	Cpn60_TCP1	0.25	0.37	10.55	2	0	0.32	0.25	11.35	26	23
17273	AIRS	ATP-synt_DE_N	0.12	0.46	6.66	1	0	0.14	0.41	6.99	1	0
17274	AIRS	Evr1_Alr	0.06	0.74	5.29	2	0	0.05	0.84	4.76	1	0
17275	AIRS	ASF1_hist_chap	0.06	0.74	7.16	1	0	0.06	0.76	6.54	1	0
17276	AIRS	DNA_pol_B_thumb	1.60	0.052	10.54	1	0	1.54	0.055	10.62	1	0
17277	AIRS	DcpS	0.08	0.63	7.01	1	0	0.13	0.46	7.79	1	0
17278	AIRS	CDP-OH_P_transf	0.04	0.91	3.53	1	0	0.02	0.98	3.08	1	0
17279	AIRS	Gcd10p	0.03	0.96	7.39	8	13	0.03	0.96	6.49	5	0
17280	AIRS	CN_hydrolase	5.17	0.022	15.65	23	17	4.23	0.028	15.14	24	17
17281	AIRS	PRMT5_C	0.01	1	2.92	1	0	0.02	0.98	3.68	1	0
17282	AIRS	DHHA1	0.46	0.16	9.30	3	67	0.29	0.23	8.53	4	50
17283	AIRS	ADK_lid	0.14	0.36	4.83	1	0	0.07	0.67	4.35	1	0
17284	AIRS	RNA_pol_Rpb1_2	0.06	0.58	7.83	6	0	0.04	0.91	5.13	5	20
17285	AIRS	RNA_pol_Rpb1_3	0.24	0.3	8.95	9	0	0.19	0.35	8.48	1	0
17286	AIRS	RNA_pol_Rpb1_1	0.06	0.76	7.31	14	0	0.08	0.65	7.58	14	0
17287	AIRS	RNA_pol_Rpb1_4	0.22	0.28	8.15	12	25	0.17	0.34	7.71	8	13
17288	AIRS	RNA_pol_Rpb1_5	0.34	0.32	11.43	23	17	0.37	0.29	11.44	26	15
17289	AIRS	B12-binding_2	0.13	0.43	5.77	1	0	0.06	0.73	4.82	1	0
17290	AIRS	p450	0.10	0.57	8.37	21	10	0.06	0.74	7.05	12	17
17291	AIRS	Prenyltransf	0.89	0.13	11.71	7	14	0.61	0.16	10.99	1	0
17292	AIRS	TSP_1	0.08	0.64	2.15	1	0	0.01	1	2.09	1	0
17293	AIRS	TSP_3	0.05	0.41	5.94	3	0	0.04	0.91	3.69	1	0
17294	AIRS	ERAP1_C	0.03	0.94	5.82	1	0	0.04	0.88	5.89	1	0
17295	AIRS	FTO_CTD	0.04	0.92	6.35	8	13	0.05	0.86	6.23	5	20
17296	AIRS	Sod_Cu	0.11	0.52	7.32	1	0	0.13	0.46	7.55	1	0
17297	AIRS	Ribosomal_S10	6.13	0.018	13.49	21	19	4.25	0.026	12.90	20	20
17298	AIRS	G6PD_C	0.25	0.35	10.36	13	15	0.16	0.44	9.40	19	16
17299	AIRS	Ribosomal_S16	2.22	0.041	11.33	9	33	0.91	0.091	10.15	7	43
17300	AIRS	Ribosomal_S18	0.18	0.33	7.15	1	0	0.16	0.38	6.96	1	0
17301	AIRS	Ribosomal_S19	0.03	0.96	4.19	1	0	0.16	0.37	7.72	1	0
17302	AIRS	AIRC	3.92	0.036	14.10	3	0	2.10	0.063	13.18	6	0
17303	AIRS	CTD_bind	0.36	0.17	7.98	7	14	0.31	0.19	7.89	6	17
17304	AIRS	RNB	0.37	0.26	10.81	9	11	0.29	0.3	10.21	9	11
17305	AIRS	AIRS_C	0.12	0.48	7.28	1	0	0.18	0.33	8.17	1	0
17306	AIRS	zf-CW	0.04	0.9	3.40	1	0	0.03	0.88	3.90	1	0
17307	AIRS	OLF	0.07	0.7	7.74	1	0	0.09	0.58	8.04	1	0
17308	AIRS	RNase_PH_C	0.15	0.39	5.83	1	0	0.20	0.3	6.73	1	0
17309	AIRS	MoCF_biosynth	3.55	0.034	13.16	23	17	2.22	0.05	12.33	20	20
17310	AIRS	Ribosomal_L4	0.15	0.44	8.74	18	17	0.11	0.5	8.03	14	21
17311	AIRS	Ribosomal_L6	0.29	0.21	7.58	1	0	0.26	0.23	7.58	1	0
17312	AIRS	Ribosomal_L1	0.99	0.084	12.45	15	33	0.66	0.13	11.49	14	36
17313	AIRS	Ribosomal_L16	0.06	0.75	6.32	1	0	0.07	0.69	6.40	1	0
17314	AIRS	Thymidylat_synt	0.16	0.46	9.27	1	0	0.09	0.59	8.05	1	0
17315	AIRS	Ribosomal_S8	0.11	0.5	7.51	8	13	0.09	0.6	6.77	9	11
17316	AIRS	Hormone_recep	0.12	0.47	7.68	10	10	0.08	0.62	6.75	7	0
17317	AIRS	Ribosomal_L9_N	0.09	0.59	5.59	9	0	0.06	0.73	4.98	1	0
17318	AIRS	Frataxin_Cyay	0.11	0.5	7.30	1	0	0.13	0.46	7.40	1	0
17319	AIRS	Nucleos_tra2_C	0.10	0.6	8.47	15	7	0.08	0.66	7.66	14	7
17320	AIRS	Ribosomal_L14	0.07	0.68	6.70	1	0	0.10	0.54	7.24	1	0
17321	AIRS	Ribosomal_L17	0.12	0.47	7.40	6	0	0.10	0.57	6.73	1	0
17322	AIRS	Ribosomal_L10	0.62	0.13	9.66	1	0	0.39	0.18	8.92	1	0
17323	AIRS	Ribosomal_L13	0.14	0.39	8.49	14	14	0.09	0.57	7.18	11	18
17324	AIRS	Acyl-CoA_dh_M	0.04	0.87	3.90	1	0	0.04	0.91	4.03	1	0
17325	AIRS	OAS1_C	0.11	0.52	8.20	1	0	0.08	0.63	7.22	1	0
17326	AIRS	FAD_binding_7	0.25	0.32	9.61	20	20	0.13	0.46	8.38	19	21
17327	AIRS	Orn_DAP_Arg_deC	0.06	0.78	7.26	11	18	0.07	0.72	7.14	7	0
17328	AIRS	PGM_PMM_I	0.64	0.14	10.21	9	11	0.47	0.17	9.65	9	11
17329	AIRS	14-3-3	0.42	0.23	10.72	11	0	0.22	0.35	9.46	11	0
17330	AIRS	Flavokinase	0.11	0.51	7.09	1	0	0.11	0.49	7.08	1	0
17331	AIRS	Biopterin_H	0.11	0.61	9.39	10	10	0.34	0.31	11.25	6	0
17332	AIRS	PGM_PMM_III	2.82	0.037	12.24	3	67	1.91	0.051	11.55	7	14
17333	AIRS	Carb_anhydrase	0.06	0.77	6.98	9	11	0.07	0.71	6.93	9	11
17334	AIRS	RPE65	0.02	1	5.44	1	0	0.04	0.92	6.34	1	0
17335	AIRS	GMP_PDE_delta	0.04	0.87	6.37	1	0	0.05	0.84	6.08	1	0
17336	AIRS	SRF-TF	0.38	0.16	7.66	1	0	0.20	0.3	6.77	1	0
17337	AIRS	Citrate_synt	0.05	0.84	7.35	3	0	0.05	0.81	6.96	1	0
17338	AIRS	THUMP	0.06	0.78	5.31	1	0	0.06	0.78	5.35	1	0
17339	AIRS	ATP-gua_PtransN	0.33	0.21	8.63	16	13	0.10	0.53	6.47	15	13
17340	AIRS	Neil1-DNA_bind	0.03	0.94	4.08	1	0	0.05	0.85	4.56	1	0
17341	AIRS	PGK	0.08	0.69	8.87	25	24	0.06	0.75	7.81	5	60
17342	PAH	Fic	0.18	0.33	6.15	1	0	0.24	0.25	6.39	1	0
17343	PAH	MutS_I	0.13	0.44	6.04	1	0	0.15	0.39	5.96	1	0
17344	PAH	ProRS-C_1	0.55	0.11	8.10	4	0	0.55	0.11	8.00	1	0
17345	PAH	Aconitase	0.04	0.89	6.56	1	0	0.07	0.7	7.01	1	0
17346	PAH	PTPA	0.25	0.31	9.37	13	15	0.27	0.28	9.29	12	17
17347	PAH	Glyco_transf_29	0.09	0.59	6.90	1	0	0.14	0.43	7.23	1	0
17348	PAH	Bromodomain	0.19	0.31	5.76	1	0	0.28	0.21	6.24	1	0
17349	PAH	zf-CDGSH	0.06	0.76	4.14	1	0	0.05	0.79	3.77	1	0
17350	PAH	DNA_binding_1	0.33	0.18	7.52	9	0	0.21	0.28	6.48	1	0
17351	PAH	zf-B_box	0.15	0.38	2.82	1	0	0.08	0.65	2.91	1	0
17352	PAH	Topoisom_bac	0.07	0.69	7.43	1	0	0.20	0.35	8.91	6	33
17353	PAH	Peptidase_M13_N	0.11	0.54	8.28	1	0	0.11	0.52	7.81	1	0
17354	PAH	Ribosomal_L28	0.15	0.3	6.31	1	0	0.16	0.29	6.30	1	0
17355	PAH	Ribosomal_L26	0.03	0.95	3.92	1	0	0.05	0.83	4.32	1	0
17356	PAH	Ribosomal_L27	0.07	0.66	5.68	1	0	0.06	0.77	4.75	1	0
17357	PAH	Ribosomal_L20	0.98	0.083	10.05	11	18	1.22	0.069	10.42	10	20
17358	PAH	Ribosomal_L22	0.29	0.21	7.80	1	0	0.36	0.17	8.00	1	0
17359	PAH	Ribosomal_L23	0.09	0.6	5.39	1	0	0.21	0.28	6.79	1	0
17360	PAH	SAD_SRA	0.03	0.95	3.81	1	0	0.03	0.96	3.22	1	0
17361	PAH	Ribosomal_L11_N	0.22	0.28	6.28	1	0	0.31	0.19	6.82	1	0
17362	PAH	DUF1241	24.58	0.0037	16.52	26	23	14.38	0.0072	16.09	26	23
17363	PAH	S-AdoMet_synt_N	9.06	0.0044	14.67	10	10	8.34	0.0049	14.97	11	9
17364	PAH	TGT	0.24	0.28	8.59	1	0	0.05	0.8	5.01	1	0
17365	PAH	THAP	0.42	0.14	7.23	1	0	0.24	0.26	6.02	1	0
17366	PAH	PGM_PMM_IV	0.16	0.37	5.71	1	0	0.17	0.36	5.65	1	0
17367	PAH	SLBP_RNA_bind	0.44	0.15	8.35	1	0	0.39	0.16	8.18	1	0
17368	PAH	Dak2	0.03	0.95	4.25	1	0	0.05	0.81	4.69	1	0
17369	PAH	PGM_PMM_II	0.16	0.36	5.91	1	0	0.18	0.33	5.86	1	0
17370	PAH	Lipoxygenase	0.29	0.33	10.66	1	0	0.16	0.45	9.35	1	0
17371	PAH	zf-TAZ	0.28	0.22	6.86	1	0	0.24	0.26	6.38	1	0
17372	PAH	Spin-Ssty	0.06	0.75	4.68	1	0	0.08	0.66	4.79	1	0
17373	PAH	Amidase	0.09	0.61	7.17	1	0	0.12	0.48	7.14	1	0
17374	PAH	PBP	0.10	0.56	6.02	1	0	0.16	0.37	6.59	1	0
17375	PAH	Ribosomal_L21p	0.11	0.5	6.07	4	25	0.24	0.22	7.55	5	20
17376	PAH	E1-E2_ATPase	0.04	0.92	4.07	1	0	0.04	0.9	3.76	1	0
17377	PAH	Mob1_phocein	1.02	0.09	10.74	1	0	0.80	0.11	10.33	1	0
17378	PAH	Serpin	0.08	0.65	6.97	1	0	0.13	0.43	7.51	1	0
17379	PAH	HSP90	0.46	0.22	10.85	1	0	0.64	0.16	11.23	1	0
17380	PAH	Dynein_light	0.12	0.47	5.53	1	0	0.26	0.23	6.71	1	0
17381	PAH	RecQ_Zn_bind	0.19	0.31	5.15	1	0	0.26	0.23	5.64	1	0
17382	PAH	Focal_AT	0.17	0.35	7.85	1	0	0.34	0.2	8.82	1	0
17383	PAH	DnaJ_C	0.03	0.95	4.23	1	0	0.07	0.7	5.31	1	0
17384	PAH	Cyt-b5	1.10	0.035	9.42	10	20	1.07	0.036	9.08	10	20
17385	PAH	OHCU_decarbox	18.75	0.0021	16.95	13	23	15.54	0.0027	17.05	13	23
17386	PAH	Flavoprotein	0.11	0.51	6.89	1	0	0.36	0.17	8.97	1	0
17387	PAH	Thg1	0.47	0.16	9.19	1	0	0.35	0.19	8.61	1	0
17388	PAH	Somatomedin_B	0.11	0.47	4.36	1	0	0.05	0.84	2.99	1	0
17389	PAH	eIF-5_eIF-2B	4.62	0.021	12.48	16	13	7.81	0.011	13.90	15	13
17390	PAH	Ribonuc_red_lgN	0.56	0.1	7.99	6	17	0.72	0.08	8.15	6	17
17391	PAH	zf-AN1	0.15	0.38	4.51	1	0	0.09	0.58	3.90	1	0
17392	PAH	zf-C2HC	0.08	0.65	3.57	1	0	0.10	0.55	4.10	1	0
17393	PAH	Catalase-rel	0.46	0.13	7.80	4	75	0.53	0.11	7.98	2	50
17394	PAH	SWIB	0.34	0.17	6.83	1	0	0.41	0.15	6.98	1	0
17395	PAH	Ribosomal_S17_N	0.04	0.9	4.01	1	0	0.08	0.62	5.03	1	0
17396	PAH	ACPS	0.12	0.46	5.55	1	0	0.11	0.5	5.15	1	0
17397	PAH	Ribonuclease_T2	0.78	0.1	9.93	1	0	0.91	0.088	9.95	1	0
17398	PAH	PUB	0.40	0.15	7.76	1	0	0.55	0.11	8.12	1	0
17399	PAH	Ammonium_transp	0.05	0.82	6.66	1	0	0.11	0.52	7.64	1	0
17400	PAH	BAH	0.07	0.67	5.54	1	0	0.09	0.6	5.44	1	0
17401	PAH	ATP-synt	0.11	0.52	7.32	1	0	0.10	0.53	6.64	1	0
17402	PAH	Cullin_binding	2.94	0.031	11.55	17	12	3.35	0.028	11.83	17	12
17403	PAH	RNA_pol_Rpb2_7	0.06	0.76	4.42	1	0	0.06	0.77	4.07	1	0
17404	PAH	RNA_pol_Rpb2_1	0.83	0.1	11.62	1	0	0.84	0.096	11.48	1	0
17405	PAH	RNA_pol_Rpb2_3	0.08	0.56	5.22	1	0	0.06	0.74	4.15	1	0
17406	PAH	RNA_pol_Rpb2_2	0.14	0.42	6.83	1	0	0.07	0.71	4.92	1	0
17407	PAH	Ribosomal_S3_C	0.10	0.54	5.59	1	0	0.07	0.67	4.69	1	0
17408	PAH	HRM	0.06	0.74	3.50	1	0	0.05	0.77	3.45	1	0
17409	PAH	Formyl_trans_C	0.20	0.3	6.10	1	0	0.26	0.24	6.31	1	0
17410	PAH	Formyl_trans_N	0.10	0.53	6.32	5	20	0.13	0.44	6.33	7	14
17411	PAH	Hemopexin	0.16	0.37	3.85	1	0	0.54	0.068	6.38	2	100
17412	PAH	Ldl_recept_a	0.09	0.55	1.73	1	0	0.02	0.97	1.72	1	0
17413	PAH	RS4NT	0.05	0.83	3.40	1	0	0.05	0.79	3.51	1	0
17414	PAH	SET	0.04	0.86	3.13	1	0	0.04	0.87	3.18	1	0
17415	PAH	GMP_synt_C	0.05	0.84	4.35	1	0	0.07	0.67	4.81	1	0
17416	PAH	IMS	0.17	0.34	7.84	1	0	0.23	0.26	8.05	1	0
17417	PAH	Pre-SET	0.03	0.97	3.26	1	0	0.03	0.93	3.25	1	0
17418	PAH	TOPRIM_C	0.10	0.57	5.96	1	0	0.47	0.14	8.62	1	0
17419	PAH	DAO_C	0.17	0.34	6.54	1	0	0.13	0.44	5.70	1	0
17420	PAH	Sod_Fe_N	0.22	0.27	6.48	1	0	0.20	0.3	6.12	1	0
17421	PAH	Sod_Fe_C	1.52	0.052	10.23	1	0	2.94	0.029	11.20	1	0
17422	PAH	5_nucleotid_C	0.06	0.73	5.36	1	0	0.08	0.66	5.21	1	0
17423	PAH	S10_plectin	0.55	0.091	9.74	7	29	0.64	0.078	10.06	7	29
17424	PAH	PX	0.88	0.072	8.67	1	0	1.70	0.037	9.22	1	0
17425	PAH	M20_dimer	0.59	0.098	7.86	1	0	0.94	0.06	8.18	1	0
17426	PAH	WW	0.33	0.16	2.62	1	0	0.07	0.61	2.51	1	0
17427	PAH	NAGLU_C	6.79	0.018	14.89	11	18	2.65	0.048	13.24	9	11
17428	PAH	Pept_tRNA_hydro	0.06	0.79	5.74	1	0	0.16	0.38	7.46	1	0
17429	PAH	S-methyl_trans	0.31	0.25	9.49	8	13	0.60	0.15	10.36	9	11
17430	PAH	MutS_IV	0.09	0.58	4.41	1	0	0.10	0.53	4.54	1	0
17431	PAH	Methyltransf_1N	0.46	0.13	6.67	7	14	0.69	0.082	7.09	7	14
17432	PAH	HA2	0.07	0.7	4.45	1	0	0.08	0.66	4.40	1	0
17433	PAH	PAP_assoc	7.26	0.009	11.07	6	50	4.42	0.014	10.05	1	0
17434	PAH	Ribosomal_L35p	0.10	0.43	5.62	1	0	0.05	0.83	3.64	1	0
17435	PAH	PolyA_pol_RNAbd	0.60	0.096	7.35	6	0	0.84	0.066	7.71	6	0
17436	PAH	PIG-L	0.76	0.081	9.38	11	18	1.15	0.051	9.92	11	18
17437	PAH	IL8	0.11	0.5	4.97	1	0	0.12	0.46	5.02	1	0
17438	PAH	ATP-synt_ab_C	0.58	0.12	8.85	4	0	0.76	0.09	9.03	1	0
17439	PAH	zf-UBR	0.21	0.28	6.28	1	0	0.15	0.39	5.50	1	0
17440	PAH	SDF	0.15	0.43	8.54	1	0	0.12	0.49	7.62	1	0
17441	PAH	HBB	0.36	0.18	8.55	1	0	1.03	0.077	9.99	1	0
17442	PAH	S-AdoMet_synt_C	0.07	0.69	6.16	1	0	0.10	0.57	6.27	1	0
17443	PAH	PMSR	0.23	0.27	8.17	1	0	0.18	0.33	7.36	1	0
17444	PAH	TP_methylase	0.37	0.19	8.83	1	0	0.47	0.15	8.91	1	0
17445	PAH	Peptidase_S8	0.18	0.33	8.06	6	33	0.28	0.17	8.97	1	0
17446	PAH	S-AdoMet_synt_M	0.06	0.76	5.33	1	0	0.09	0.58	5.73	1	0
17447	PAH	PARP_reg	0.14	0.43	6.62	1	0	0.16	0.37	6.52	1	0
17448	PAH	NIF3	0.07	0.7	7.62	5	0	0.10	0.53	7.96	5	0
17449	PAH	Ribosomal_L32e	0.16	0.38	7.26	8	38	0.11	0.5	6.27	1	0
17450	PAH	GTP_EFTU_D3	0.04	0.87	3.29	1	0	0.07	0.53	4.74	1	0
17451	PAH	COX2_TM	0.04	0.87	3.43	1	0	0.04	0.87	3.30	1	0
17452	PAH	zf-A20	0.27	0.22	5.16	1	0	0.23	0.26	5.15	1	0
17453	PAH	Pur_DNA_glyco	0.05	0.83	5.84	1	0	0.08	0.62	6.37	1	0
17454	PAH	Gln-synt_N	0.07	0.68	4.36	1	0	0.07	0.68	4.23	1	0
17455	PAH	RPAP2_Rtr1	0.14	0.41	5.97	1	0	0.13	0.43	5.68	1	0
17456	PAH	Notch	0.02	0.98	2.21	1	0	0.02	0.99	1.95	1	0
17457	PAH	Sua5_yciO_yrdC	0.06	0.79	5.22	1	0	0.09	0.57	5.80	1	0
17458	PAH	mTERF	1.30	0.065	11.94	12	42	2.16	0.033	13.03	8	25
17459	PAH	Voltage_CLC	0.07	0.69	6.87	7	0	0.12	0.47	7.40	7	0
